Ddate,Sales,Profit,Expenses
2013-05-01,217,101,35
2012-10-01,231,45,64
2012-04-01,220,83,54
2012-02-01,101,6,83
2013-10-01,197,59,62
2012-04-01,145,-5,37
2012-11-01,235,118,52
2013-05-01,168,57,47
2012-12-01,156,40,44
2013-08-01,80,9,34
2012-08-01,299,83,65
2012-12-01,109,-15,58
2012-12-01,135,20,49
2013-08-01,82,11,14
2012-12-01,100,11,45
2013-02-01,150,96,49
2013-05-01,37,18,18
2013-05-01,137,-29,71
2013-03-01,129,35,20
2013-05-01,127,59,42
2012-04-01,110,10,54
2012-06-01,106,-12,70
2012-07-01,156,37,48
2012-01-01,89,-4,44
2012-10-01,153,62,50
2012-02-01,62,3,36
2012-10-01,216,102,41
2013-02-01,200,92,55
2013-05-01,544,217,92
2013-10-01,241,124,57
2012-08-01,138,24,58
2012-05-01,140,31,35
2013-09-01,556,158,112
2013-10-01,117,34,22
2012-03-01,74,10,27
2012-04-01,115,27,33
2012-04-01,132,30,37
2012-02-01,150,56,51
2013-01-01,215,78,86
2012-08-01,128,14,45
2012-12-01,102,0,49
2013-08-01,145,50,47
2013-01-01,125,69,42
2012-04-01,209,40,55
2012-02-01,117,18,53
2013-07-01,48,23,15
2012-10-01,95,8,40
2012-04-01,166,36,49
2012-04-01,133,25,32
2013-04-01,118,69,36
2013-03-01,130,37,45
2012-11-01,138,40,41
2012-05-01,112,36,39
2012-01-01,156,71,54
2012-04-01,106,13,36
2012-05-01,127,31,42
2012-10-01,115,7,49
2013-01-01,222,80,82
2013-03-01,619,245,44
2012-10-01,231,78,45
2012-01-01,224,67,36
2012-03-01,306,99,89
2012-10-01,200,111,65
2012-08-01,141,28,41
2012-02-01,219,99,48
2012-09-01,225,24,62
2012-04-01,124,16,52
2012-02-01,260,71,54
2012-12-01,205,86,42
2013-05-01,126,53,40
2012-12-01,538,203,43
2012-08-01,88,20,38
2012-07-01,471,160,92
2012-05-01,172,54,45
2012-08-01,78,14,18
2013-03-01,248,30,61
2012-04-01,68,23,29
2012-02-01,508,138,91
2012-10-01,119,2,56
2012-08-01,105,15,20
2012-02-01,173,2,55
2012-01-01,74,32,21
2012-03-01,148,29,35
2012-10-01,68,-3,31
2012-02-01,104,7,42
2012-12-01,167,71,42
2012-01-01,156,17,54
2012-01-01,154,16,48
2013-02-01,100,-1,24
2012-05-01,104,35,20
2013-07-01,55,22,15
2012-12-01,157,6,49
2013-09-01,589,200,105
2012-09-01,156,74,52
2012-05-01,190,112,41
2013-01-01,225,108,65
2012-01-01,212,9,131
2012-02-01,201,74,46
2013-05-01,92,58,40
2012-01-01,90,33,39
2012-04-01,170,40,53
2012-12-01,180,0,75
2012-02-01,276,95,86
2012-07-01,202,5,69
2012-01-01,91,33,40
2012-02-01,229,94,36
2012-08-01,75,7,44
2013-09-01,119,40,33
2012-05-01,126,29,38
2012-03-01,180,96,49
2013-05-01,182,40,66
2012-10-01,65,4,34
2012-08-01,266,120,63
2012-02-01,102,34,22
2012-10-01,47,5,47
2013-05-01,70,25,20
2012-08-01,148,16,36
2013-07-01,111,39,34
2013-03-01,205,98,36
2013-07-01,43,30,18
2012-02-01,109,52,36
2012-07-01,66,24,16
2012-08-01,155,31,67
2013-09-01,106,40,36
2013-06-01,145,44,38
2013-09-01,649,196,124
2013-08-01,107,18,15
2012-12-01,185,15,61
2012-08-01,609,171,125
2013-03-01,320,345,37
2012-11-01,248,114,54
2012-05-01,101,27,20
2012-12-01,457,481,54
2012-05-01,183,57,41
2013-02-01,96,-4,26
2012-01-01,203,85,33
2012-07-01,267,12,77
2012-05-01,45,11,18
2012-11-01,78,19,23
2012-05-01,202,31,62
2012-03-01,100,41,15
2012-02-01,285,79,105
2012-08-01,297,154,94
2012-05-01,221,48,55
2012-10-01,122,1,149
2012-04-01,176,31,50
2012-03-01,109,25,34
2012-10-01,62,43,21
2013-02-01,166,74,39
2013-01-01,150,40,46
2012-10-01,52,1,20
2013-04-01,157,68,24
2013-09-01,153,51,37
2012-12-01,85,-4,45
2012-11-01,17,17,19
2012-08-01,613,217,166
2012-10-01,185,103,50
2013-02-01,88,1,44
2013-08-01,80,34,13
2012-01-01,282,74,101
2012-10-01,252,91,57
2013-02-01,143,43,53
2012-10-01,262,113,126
2013-02-01,237,-2,66
2012-08-01,214,42,74
2013-05-01,500,418,138
2012-07-01,346,440,166
2012-02-01,49,-9,42
2012-02-01,103,32,23
2012-05-01,192,118,41
2013-02-01,85,2,50
2012-08-01,334,113,59
2012-04-01,187,48,58
2013-03-01,204,40,43
2013-02-01,92,-16,47
2012-02-01,110,30,26
2012-10-01,205,91,48
2012-06-01,330,120,45
2013-05-01,318,128,39
2012-05-01,262,133,59
2013-09-01,258,117,51
2012-01-01,138,31,26
2012-10-01,116,60,34
2012-03-01,289,127,50
2013-02-01,218,92,89
2012-02-01,49,12,25
2013-05-01,108,47,21
2012-02-01,281,139,42
2012-10-01,252,36,62
2013-03-01,558,293,113
2012-07-01,185,48,54
2012-12-01,137,34,37
2013-06-01,440,182,95
2013-01-01,110,28,22
2012-08-01,160,57,63
2013-06-01,447,225,95
2013-07-01,101,33,31
2012-02-01,124,-2,43
2012-07-01,87,44,39
2013-03-01,230,72,39
2012-02-01,128,75,36
2012-04-01,146,43,31
2012-05-01,155,67,48
2012-06-01,54,-9,42
2013-09-01,228,138,44
2012-02-01,109,20,47
2012-10-01,97,22,21
2013-09-01,75,44,29
2013-10-01,44,30,20
2013-12-01,205,147,53
2013-01-01,303,75,64
2012-01-01,131,52,63
2012-03-01,140,23,46
2012-06-01,121,0,26
2013-07-01,47,26,21
2012-11-01,442,97,79
2013-05-01,133,41,22
2012-04-01,57,19,34
2012-09-01,152,68,53
2012-10-01,274,75,64
2013-03-01,96,36,24
2012-04-01,125,30,38
2013-01-01,475,131,108
2013-10-01,332,119,41
2012-08-01,67,3,44
2013-05-01,105,38,30
2013-04-01,602,267,118
2012-03-01,100,28,19
2013-03-01,219,117,59
2012-08-01,401,322,134
2012-11-01,81,11,23
2012-09-01,61,-257,121
2012-02-01,95,-16,75
2012-05-01,134,35,53
2012-07-01,192,73,62
2013-09-01,97,40,37
2012-10-01,178,65,57
2012-10-01,41,-10,19
2013-03-01,230,102,42
2012-10-01,284,90,54
2012-12-01,111,15,47
2013-10-01,120,34,25
2012-08-01,332,157,138
2012-04-01,106,22,30
2013-06-01,555,359,119
2012-08-01,293,96,69
2012-08-01,164,37,42
2012-07-01,172,4,51
2012-02-01,125,46,27
2012-08-01,211,85,64
2012-02-01,203,83,40
2013-01-01,79,40,23
2012-01-01,64,24,19
2012-11-01,466,137,87
2012-11-01,256,33,64
2013-02-01,258,57,72
2013-07-01,64,-321,53
2012-03-01,182,60,53
2013-07-01,206,99,38
2012-02-01,101,23,23
2012-01-01,179,41,60
2012-03-01,88,16,39
2012-11-01,59,2,20
2013-04-01,84,35,24
2013-01-01,137,30,41
2012-04-01,165,29,49
2012-12-01,114,33,41
2013-10-01,338,172,123
2013-02-01,311,177,96
2013-04-01,567,260,120
2012-10-01,59,14,20
2012-03-01,285,79,105
2012-02-01,164,0,109
2012-03-01,115,35,66
2013-10-01,621,266,136
2013-08-01,91,11,20
2012-01-01,130,27,42
2012-01-01,139,1,50
2012-11-01,127,16,44
2012-07-01,270,4,75
2012-07-01,109,1,27
2013-09-01,95,41,19
2012-09-01,304,101,59
2012-09-01,155,26,54
2012-10-01,229,114,62
2013-09-01,322,154,69
2013-08-01,382,114,58
2012-12-01,573,306,145
2013-12-01,86,40,39
2013-09-01,95,20,36
2013-01-01,227,41,58
2012-11-01,62,-7,46
2013-11-01,213,121,50
2013-08-01,56,1,15
2013-10-01,659,230,112
2012-10-01,192,76,53
2012-02-01,132,10,45
2012-07-01,332,109,72
2012-01-01,285,126,38
2013-05-01,126,41,40
2012-02-01,139,39,51
2012-11-01,64,20,21
2013-10-01,233,68,63
2012-08-01,86,15,37
2012-09-01,277,81,55
2012-02-01,170,72,39
2012-02-01,183,72,56
2012-10-01,100,6,44
2012-01-01,201,86,45
2012-10-01,512,144,87
2012-02-01,294,123,40
2012-08-01,89,5,36
2012-12-01,142,31,57
2012-10-01,288,100,41
2013-02-01,98,14,49
2013-11-01,65,-4,26
2012-05-01,149,18,56
2013-09-01,80,46,36
2013-05-01,584,224,97
2012-10-01,54,9,21
2013-10-01,643,397,136
2012-07-01,204,23,57
2012-08-01,157,18,44
2013-08-01,60,9,33
2012-04-01,75,-5,41
2013-02-01,153,34,60
2012-11-01,77,2,44
2013-09-01,150,25,37
2013-02-01,320,157,61
2013-11-01,66,22,48
2013-05-01,130,39,26
2013-08-01,70,2,21
2012-10-01,265,132,52
2012-02-01,102,34,21
2013-09-01,349,139,60
2012-07-01,152,25,60
2013-05-01,67,23,12
2012-02-01,288,89,85
2012-03-01,183,16,48
2013-09-01,139,102,47
2013-08-01,67,19,17
2012-12-01,92,-6,22
2013-09-01,73,53,26
2012-10-01,114,13,55
2012-02-01,210,64,32
2012-07-01,117,30,35
2012-07-01,80,-8,53
2012-10-01,57,9,19
2012-11-01,124,13,39
2012-10-01,50,0,37
2013-11-01,584,194,116
2013-08-01,80,22,17
2012-10-01,255,110,51
2012-03-01,106,24,37
2012-02-01,322,141,40
2013-03-01,128,45,33
2013-01-01,212,66,52
2012-02-01,221,51,32
2012-04-01,197,107,53
2013-05-01,321,69,63
2013-02-01,225,104,51
2012-07-01,528,317,133
2012-02-01,51,23,22
2013-12-01,293,74,58
2012-10-01,299,67,51
2013-01-01,147,50,43
2012-07-01,154,77,62
2013-08-01,83,26,22
2013-08-01,85,23,40
2013-11-01,85,13,26
2013-09-01,148,34,49
2013-05-01,159,63,51
2013-08-01,503,184,92
2012-05-01,128,48,42
2012-07-01,202,75,46
2013-09-01,335,171,95
2013-05-01,114,28,23
2012-09-01,69,-13,33
2012-01-01,307,100,39
2012-02-01,147,82,50
2013-11-01,578,209,124
2012-07-01,265,118,54
2013-01-01,141,50,26
2012-12-01,92,4,48
2013-09-01,229,98,53
2012-01-01,122,47,25
2012-02-01,92,48,28
2012-11-01,38,4,25
2012-02-01,202,80,39
2012-01-01,272,64,115
2012-12-01,77,25,19
2012-02-01,211,92,37
2013-02-01,227,130,58
2013-08-01,69,39,22
2013-03-01,251,127,39
2012-08-01,83,15,33
2013-03-01,590,188,97
2013-08-01,262,162,36
2013-01-01,233,64,61
2013-02-01,107,45,29
2013-08-01,285,111,54
2012-01-01,196,35,56
2013-12-01,137,36,46
2013-11-01,290,180,39
2012-09-01,148,55,55
2013-03-01,145,66,42
2013-06-01,104,19,40
2012-08-01,94,21,40
2013-11-01,88,42,24
2012-07-01,65,5,48
2012-01-01,188,94,42
2012-07-01,64,13,34
2013-10-01,603,181,119
2012-06-01,174,2,73
2012-02-01,112,36,23
2012-01-01,187,15,112
2012-09-01,92,14,106
2012-10-01,288,76,37
2013-01-01,244,116,56
2012-10-01,147,23,56
2013-05-01,175,49,41
2013-05-01,118,49,38
2013-09-01,160,30,50
2012-03-01,284,39,54
2012-01-01,139,4,46
2012-06-01,100,-2,53
2012-03-01,197,128,45
2012-08-01,604,194,120
2012-11-01,82,20,20
2012-10-01,271,98,46
2012-02-01,185,-44,68
2012-11-01,51,1,19
2012-08-01,54,9,17
2012-02-01,182,6,131
2012-01-01,120,18,42
2013-11-01,528,201,103
2013-08-01,53,27,10
2012-05-01,184,25,58
2013-05-01,484,424,115
2012-08-01,320,98,51
2012-01-01,121,39,38
2012-10-01,183,110,43
2012-02-01,194,86,39
2012-11-01,55,6,36
2013-01-01,236,97,86
2012-01-01,108,-17,64
2013-08-01,243,137,62
2013-10-01,61,28,18
2013-11-01,142,4,42
2013-02-01,158,50,37
2013-05-01,562,617,111
2012-02-01,113,28,25
2012-08-01,240,17,61
2012-02-01,210,99,46
2012-08-01,231,35,63
2012-08-01,80,22,22
2012-02-01,120,42,61
2012-07-01,66,42,29
2013-03-01,227,188,76
2012-07-01,138,31,67
2012-08-01,143,32,41
2012-08-01,115,11,25
2012-10-01,112,-5,41
2012-10-01,160,27,46
2013-12-01,209,-18,75
2012-02-01,116,34,56
2013-09-01,74,33,37
2013-05-01,162,42,41
2013-09-01,306,161,91
2013-01-01,132,61,49
2013-02-01,110,15,30
2012-01-01,299,107,125
2012-02-01,115,-8,41
2012-11-01,163,48,30
2012-02-01,104,10,23
2013-08-01,104,33,41
2013-01-01,146,67,44
2012-01-01,129,33,60
2012-07-01,121,33,51
2013-02-01,96,23,41
2012-08-01,61,8,18
2013-05-01,70,44,19
2013-05-01,85,-24,43
2012-01-01,150,35,51
2013-05-01,59,28,17
2013-02-01,123,19,44
2012-06-01,100,40,44
2012-07-01,236,106,42
2013-05-01,160,22,42
2013-09-01,226,32,58
2012-01-01,85,10,47
2013-10-01,333,115,122
2012-10-01,241,101,62
2012-05-01,57,14,34
2013-02-01,98,19,38
2012-08-01,53,9,14
2013-05-01,97,39,21
2012-02-01,223,86,111
2013-10-01,534,168,112
2012-04-01,192,55,46
2013-09-01,86,50,18
2012-09-01,238,114,137
2012-07-01,124,44,44
2013-01-01,136,25,41
2013-02-01,114,5,45
2013-02-01,137,65,40
2012-02-01,109,30,20
2012-03-01,187,97,50
2013-09-01,80,46,19
2013-07-01,126,35,40
2012-02-01,285,12,121
2013-11-01,113,-13,64
2012-08-01,335,31,144
2013-01-01,586,186,133
2012-10-01,96,22,20
2013-12-01,62,15,26
2013-11-01,66,-1,21
2012-01-01,202,72,90
2012-08-01,42,10,13
2013-05-01,91,36,27
2012-02-01,51,18,21
2012-05-01,175,74,62
2013-09-01,590,232,99
2013-05-01,246,93,37
2012-12-01,311,129,42
2012-10-01,197,102,59
2013-02-01,245,73,99
2012-08-01,29,17,18
2013-01-01,256,87,34
2012-06-01,143,74,45
2013-05-01,87,32,18
2012-12-01,163,51,43
2013-08-01,85,25,19
2013-03-01,306,154,38
2013-05-01,63,38,16
2013-11-01,124,46,27
2012-08-01,603,195,160
2013-05-01,72,30,22
2013-05-01,219,120,37
2012-08-01,337,166,77
2012-01-01,454,185,76
2012-01-01,261,237,81
2012-01-01,183,60,45
2012-01-01,124,41,22
2012-08-01,220,110,72
2012-10-01,237,108,51
2012-10-01,61,-3,24
2013-03-01,706,215,112
2013-10-01,289,138,85
2013-07-01,55,20,32
2012-10-01,203,98,49
2013-04-01,194,65,57
2012-01-01,236,73,39
2012-05-01,216,55,43
2013-11-01,121,-9,70
2012-04-01,125,29,30
2013-08-01,67,23,21
2012-12-01,134,24,43
2013-05-01,484,220,84
2012-02-01,190,62,46
2012-01-01,126,31,27
2012-05-01,238,57,45
2012-04-01,189,50,36
2012-01-01,82,35,38
2012-02-01,197,51,62
2012-05-01,157,41,40
2012-12-01,121,15,43
2013-09-01,162,38,44
2013-09-01,215,1,63
2012-08-01,168,20,83
2012-02-01,121,21,56
2012-12-01,61,12,39
2012-10-01,106,11,46
2013-04-01,142,-54,50
2012-12-01,136,31,41
2012-05-01,77,16,29
2013-03-01,156,47,85
2013-09-01,100,15,37
2012-01-01,111,2,61
2012-09-01,271,63,81
2012-02-01,206,76,43
2012-02-01,95,-7,30
2013-10-01,54,19,17
2012-01-01,87,35,22
2012-08-01,113,53,47
2012-01-01,133,23,45
2013-01-01,110,35,20
2013-05-01,106,37,34
2012-12-01,112,20,22
2012-12-01,234,59,42
2013-06-01,148,40,39
2013-02-01,201,115,51
2012-10-01,175,87,57
2012-09-01,147,55,76
2013-05-01,571,210,104
2012-08-01,88,34,22
2012-03-01,98,60,34
2013-08-01,59,33,16
2013-08-01,61,26,23
2012-02-01,172,60,39
2012-05-01,114,27,42
2013-01-01,432,73,79
2012-02-01,59,30,22
2013-08-01,293,54,65
2012-02-01,216,11,87
2012-08-01,85,5,99
2013-05-01,163,51,45
2012-02-01,191,75,35
2012-10-01,197,53,55
2013-08-01,59,21,14
2013-05-01,59,44,20
2013-08-01,88,19,20
2012-02-01,105,-1,41
2012-11-01,83,35,19
2013-04-01,140,-37,62
2012-09-01,232,-95,131
2012-07-01,160,31,55
2013-05-01,48,40,21
2012-05-01,117,45,20
2013-04-01,142,44,35
2012-02-01,106,4,46
2013-05-01,176,56,33
2012-08-01,191,101,40
2013-04-01,109,39,20
2013-09-01,143,37,37
2012-08-01,61,14,38
2012-08-01,78,19,37
2012-04-01,177,39,63
2012-09-01,78,-12,49
2013-02-01,117,29,53
2012-08-01,59,17,18
2012-08-01,519,211,58
2013-07-01,61,31,18
2013-02-01,57,41,21
2013-05-01,563,192,109
2012-04-01,177,49,35
2012-02-01,51,11,24
2012-02-01,190,128,93
2013-09-01,165,122,38
2013-01-01,20,23,15
2012-01-01,130,69,36
2012-05-01,111,15,43
2013-05-01,116,29,36
2013-09-01,84,35,39
2012-08-01,141,22,64
2012-12-01,119,18,22
2013-09-01,221,35,65
2012-02-01,201,61,49
2012-04-01,187,49,40
2013-05-01,45,46,18
2012-03-01,88,23,14
2012-08-01,141,25,62
2012-02-01,104,-2,44
2012-07-01,151,32,51
2013-05-01,613,252,115
2012-01-01,88,18,25
2013-05-01,86,34,15
2012-09-01,103,-17,72
2013-11-01,96,-17,23
2013-01-01,315,180,39
2012-08-01,420,125,96
2012-02-01,328,163,92
2012-03-01,101,5,39
2012-07-01,114,8,54
2012-01-01,206,102,49
2013-01-01,68,28,21
2013-05-01,129,32,43
2012-12-01,230,123,69
2013-01-01,362,136,86
2013-08-01,291,94,128
2012-08-01,43,-1,20
2013-02-01,94,45,42
2012-11-01,51,-7,23
2012-05-01,207,132,43
2012-03-01,158,40,52
2012-01-01,106,22,38
2012-02-01,286,135,41
2013-08-01,86,0,18
2013-07-01,102,42,34
2012-07-01,48,6,15
2012-12-01,114,14,26
2012-04-01,82,-10,29
2013-05-01,216,130,53
2013-12-01,124,51,26
2012-01-01,134,36,26
2012-10-01,92,6,18
2012-04-01,147,-12,93
2013-05-01,480,230,114
2012-03-01,78,20,19
2012-07-01,306,102,52
2012-08-01,80,12,20
2012-08-01,238,94,67
2012-04-01,59,15,32
2012-01-01,84,34,22
2012-10-01,146,58,40
2013-01-01,156,87,50
2012-02-01,296,172,108
2012-02-01,55,13,25
2012-09-01,227,46,66
2012-02-01,110,35,20
2012-01-01,289,166,94
2012-08-01,79,20,20
2013-11-01,112,-12,48
2012-12-01,210,89,61
2013-08-01,75,46,21
2013-02-01,328,187,65
2013-11-01,139,41,24
2012-01-01,78,11,23
2013-05-01,127,45,36
2012-02-01,228,71,56
2012-02-01,199,-1,118
2012-02-01,191,39,45
2013-08-01,64,30,18
2012-08-01,249,112,56
2012-09-01,255,19,114
2012-07-01,150,21,56
2012-05-01,162,32,41
2013-03-01,343,239,139
2012-08-01,506,150,102
2013-10-01,312,151,67
2012-08-01,310,111,48
2012-07-01,304,62,165
2012-10-01,518,208,137
2012-09-01,154,70,49
2012-11-01,42,9,24
2012-01-01,138,74,25
2012-02-01,110,32,25
2012-02-01,195,103,33
2013-02-01,96,20,25
2012-03-01,83,10,30
2012-05-01,155,39,35
2013-09-01,87,39,38
2012-12-01,112,64,28
2013-11-01,76,11,27
2012-08-01,268,130,62
2012-10-01,488,153,134
2012-07-01,296,165,59
2013-08-01,80,44,17
2013-01-01,532,155,110
2013-05-01,64,31,20
2012-02-01,181,15,42
2012-12-01,140,99,40
2012-07-01,191,16,60
2013-05-01,572,167,88
2012-10-01,285,83,48
2012-04-01,114,11,42
2012-06-01,527,175,67
2012-01-01,151,19,43
2013-06-01,316,130,62
2012-10-01,110,58,36
2012-07-01,108,11,61
2012-02-01,207,91,36
2012-05-01,127,21,51
2012-12-01,207,78,64
2012-02-01,119,49,36
2012-10-01,469,158,83
2012-08-01,230,93,46
2013-05-01,92,22,23
2012-01-01,235,6,60
2013-05-01,185,34,41
2012-02-01,113,26,26
2012-02-01,105,18,23
2012-02-01,279,97,40
2012-04-01,113,0,43
2012-12-01,112,31,41
2012-01-01,70,32,24
2012-01-01,155,120,47
2013-10-01,322,180,109
2013-05-01,133,54,40
2013-03-01,216,127,31
2012-12-01,130,39,45
2013-07-01,101,28,18
2012-09-01,92,40,36
2013-10-01,77,33,20
2012-10-01,27,16,22
2013-09-01,53,25,14
2013-08-01,83,27,41
2012-08-01,150,26,64
2012-10-01,193,106,44
2012-10-01,139,33,48
2012-05-01,120,11,37
2013-10-01,214,133,43
2012-02-01,118,30,22
2012-08-01,631,167,129
2013-05-01,79,17,17
2012-02-01,153,41,47
2012-08-01,312,140,130
2013-08-01,247,114,42
2012-08-01,96,23,22
2012-11-01,86,15,20
2012-09-01,210,7,62
2012-05-01,133,22,51
2012-02-01,126,28,53
2012-02-01,109,25,22
2012-12-01,86,-10,48
2012-02-01,97,7,24
2012-08-01,323,156,97
2012-02-01,55,-23,41
2013-05-01,129,49,24
2013-04-01,162,59,23
2012-07-01,174,4,81
2012-07-01,149,31,71
2012-12-01,149,24,46
2013-05-01,162,52,39
2013-05-01,81,45,24
2012-07-01,69,25,40
2012-10-01,316,116,66
2013-01-01,407,133,90
2013-01-01,191,46,63
2013-01-01,503,148,92
2013-10-01,196,34,61
2012-08-01,167,98,46
2013-08-01,70,39,17
2012-08-01,283,145,55
2012-03-01,190,92,53
2012-08-01,210,84,60
2012-04-01,106,19,38
2012-05-01,158,50,44
2013-11-01,71,12,26
2012-10-01,193,52,65
2012-12-01,125,10,47
2013-08-01,201,77,74
2013-04-01,122,58,24
2013-11-01,73,-3,44
2012-02-01,162,90,42
2012-10-01,31,-3,15
2012-08-01,67,-2,17
2013-08-01,90,27,34
2013-09-01,568,516,88
2013-11-01,287,131,114
2012-03-01,174,77,35
2012-08-01,172,44,50
2012-02-01,70,37,23
2012-09-01,99,2,65
2012-10-01,251,101,40
2012-02-01,112,23,44
2012-01-01,217,-49,121
2013-02-01,323,142,106
2013-02-01,99,-9,46
2012-08-01,323,135,152
2013-08-01,71,21,17
2012-02-01,111,28,54
2012-08-01,530,185,100
2012-11-01,83,26,22
2012-05-01,283,146,66
2013-08-01,80,10,26
2012-08-01,67,9,22
2013-08-01,349,173,62
2013-03-01,234,147,62
2012-02-01,90,-2,42
2013-04-01,91,42,25
2013-09-01,68,24,18
2012-07-01,68,-8,44
2013-03-01,328,196,134
2013-03-01,223,88,50
2013-09-01,197,-147,58
2013-02-01,227,46,61
2013-05-01,131,43,35
2012-08-01,125,39,47
2012-08-01,445,144,94
2013-10-01,334,186,42
2012-10-01,319,110,62
2012-10-01,198,35,68
2012-03-01,161,51,39
2012-04-01,109,14,34
2012-03-01,476,139,96
2012-05-01,96,27,24
2013-03-01,262,111,78
2013-03-01,207,50,62
2013-02-01,162,40,43
2013-02-01,157,45,67
2013-10-01,703,294,117
2012-08-01,67,5,23
2012-08-01,307,132,58
2012-04-01,171,53,52
2012-02-01,220,142,46
2012-05-01,81,13,85
2013-12-01,140,53,47
2012-08-01,233,25,59
2012-09-01,105,-7,41
2012-02-01,41,30,22
2012-02-01,132,65,39
2012-03-01,78,16,40
2012-02-01,183,90,40
2013-03-01,659,221,126
2012-05-01,134,35,47
2013-05-01,482,178,84
2012-10-01,330,85,59
2012-01-01,178,0,60
2013-01-01,193,115,59
2013-01-01,240,96,49
2012-09-01,123,-319,142
2012-08-01,89,33,42
2012-02-01,130,54,51
2013-09-01,78,34,13
2012-08-01,307,201,62
2013-01-01,199,64,62
2012-05-01,507,257,94
2012-07-01,142,15,25
2012-03-01,51,15,16
2012-05-01,483,128,102
2013-08-01,425,185,68
2013-02-01,329,162,55
2012-08-01,211,43,144
2012-05-01,110,32,35
2013-10-01,314,117,39
2012-01-01,54,18,19
2012-03-01,122,-11,85
2013-10-01,64,44,23
2012-11-01,126,12,30
2012-02-01,121,35,41
2012-03-01,109,-19,85
2012-05-01,163,39,45
2013-02-01,175,7,85
2013-01-01,307,188,58
2012-02-01,51,16,22
2012-10-01,110,36,44
2012-12-01,194,50,50
2012-12-01,126,10,44
2012-02-01,232,82,33
2013-03-01,622,214,39
2012-05-01,528,120,88
2012-04-01,60,23,29
2012-10-01,115,15,31
2012-02-01,199,8,124
2012-04-01,194,19,87
2012-10-01,119,18,26
2013-08-01,62,31,15
2012-05-01,137,54,45
2013-05-01,143,69,52
2012-02-01,207,58,38
2012-02-01,158,43,52
2013-08-01,79,15,30
2012-09-01,163,1,78
2013-07-01,38,21,13
2012-02-01,179,15,45
2013-01-01,241,138,34
2012-08-01,127,22,25
2013-06-01,125,37,28
2013-06-01,232,125,49
2012-05-01,30,19,18
2012-08-01,462,105,44
2012-05-01,122,27,52
2012-05-01,79,7,35
2012-02-01,278,101,36
2012-02-01,126,53,40
2012-02-01,223,56,47
2012-11-01,90,16,25
2012-02-01,117,46,28
2012-01-01,173,25,53
2012-08-01,41,13,16
2013-10-01,71,29,19
2012-08-01,63,8,18
2012-08-01,63,14,23
2012-07-01,141,14,57
2013-05-01,269,135,59
2012-01-01,444,291,95
2012-10-01,236,100,53
2012-05-01,135,48,47
2013-09-01,225,82,69
2012-05-01,187,43,42
2013-10-01,240,108,37
2013-06-01,543,448,115
2012-04-01,56,12,25
2012-12-01,78,26,36
2012-12-01,73,24,38
2013-09-01,56,27,15
2012-02-01,112,14,49
2012-02-01,102,-8,54
2013-02-01,156,67,45
2012-12-01,136,32,47
2013-09-01,96,33,35
2012-10-01,193,43,66
2012-01-01,93,40,24
2012-03-01,110,39,51
2012-05-01,94,35,18
2013-01-01,251,145,62
2012-02-01,201,73,63
2013-01-01,130,45,28
2012-08-01,143,26,46
2013-12-01,614,216,96
2012-02-01,311,124,98
2013-11-01,202,102,68
2012-10-01,55,-4,20
2013-09-01,199,44,49
2013-05-01,119,31,34
2012-04-01,184,4,70
2012-04-01,119,0,47
2012-12-01,137,31,45
2012-01-01,255,86,109
2013-03-01,267,188,130
2012-02-01,138,-6,100
2012-03-01,139,29,37
2012-12-01,507,258,101
2013-06-01,461,167,100
2013-03-01,230,105,41
2012-01-01,71,7,24
2013-09-01,129,30,38
2012-08-01,37,7,16
2012-02-01,110,29,28
2012-02-01,530,117,123
2013-05-01,139,45,43
2013-01-01,234,81,87
2013-09-01,156,45,55
2013-05-01,89,57,24
2013-10-01,341,112,58
2013-01-01,462,134,93
2012-01-01,190,36,50
2013-06-01,143,57,38
2012-02-01,47,31,22
2013-05-01,544,176,95
2013-05-01,62,26,18
2012-12-01,115,-6,72
2012-07-01,607,488,147
2013-05-01,92,37,19
2012-04-01,115,19,42
2012-03-01,164,33,40
2013-03-01,123,33,22
2012-10-01,273,50,54
2013-02-01,265,75,113
2012-11-01,131,5,46
2012-01-01,138,89,26
2013-01-01,490,159,119
2012-08-01,309,82,53
2012-05-01,106,17,37
2013-10-01,351,184,95
2012-08-01,205,38,67
2013-05-01,471,170,43
2012-11-01,87,-5,48
2012-10-01,201,77,52
2012-01-01,190,78,65
2012-12-01,88,3,41
2012-04-01,184,50,38
2012-08-01,61,8,19
2012-02-01,127,28,26
2013-05-01,206,63,58
2012-08-01,114,28,49
2013-05-01,428,141,37
2012-04-01,116,4,55
2013-06-01,274,140,56
2012-02-01,175,60,58
2013-01-01,197,69,50
2013-05-01,106,41,20
2012-02-01,216,59,45
2012-10-01,51,16,18
2012-02-01,210,96,56
2012-02-01,125,40,24
2012-01-01,86,34,22
2012-10-01,297,87,62
2012-07-01,128,64,27
2012-07-01,570,141,68
2012-04-01,93,-3,49
2012-02-01,165,79,50
2012-05-01,108,22,51
2012-03-01,152,84,32
2012-07-01,309,77,73
2012-11-01,112,29,33
2012-12-01,147,2,107
2013-05-01,112,31,38
2013-06-01,518,239,135
2012-10-01,54,4,21
2013-01-01,155,85,54
2012-11-01,83,19,20
2012-01-01,77,27,21
2012-12-01,289,134,46
2013-02-01,551,178,97
2012-05-01,127,23,53
2013-09-01,223,89,51
2012-08-01,103,16,20
2013-05-01,117,33,48
